content_file,record_id,title,word_count,text_sha256,duplicate_text_of,covered_topic,substantial,review_score
Morrowind.esm,BookSkill_Athletics3,"36 Lessons of Vivec, Sermon 1",528,506b761ecd0824d26d715c1a5ff637ac9559e18346041832491f2d6bf7287837,,,True,6
Morrowind.esm,BookSkill_Short Blade4,"36 Lessons of Vivec, Sermon 10",431,af67daf6c05905ddae01f648167f7d096bbc43226d3e24f0419615891b515015,,,True,6
Morrowind.esm,bookskill_unarmored3,"36 Lessons of Vivec, Sermon 11",576,4eabc41fa18d69c8ddcab2e4cef839f8c41e3f4ac76f70548743a8100944977c,,,True,6
Morrowind.esm,bookskill_heavy armor5,"36 Lessons of Vivec, Sermon 12",512,81b52d35642ac6c296b125630cfda1850b68ca0c46ad1ead0cb7a38906130155,,,True,6
Morrowind.esm,BookSkill_Alteration4,"36 Lessons of Vivec, Sermon 13",565,cdab904da01991399055e7e4b4d482347f2a7f220baa776562933c9428a61399,,,True,6
Morrowind.esm,bookskill_spear3,"36 Lessons of Vivec, Sermon 14",556,8047f4d00173059d0a869f2057099c5e22144069e599ea9df85fb38dbc1d11be,,,True,6
Morrowind.esm,bookskill_unarmored4,"36 Lessons of Vivec, Sermon 15",310,275068830d80671c325ffa9a2445357164d2313a60f3e93bbf1b64ca92cdf660,,,True,6
Morrowind.esm,BookSkill_Axe5,"36 Lessons of Vivec, Sermon 16",547,75c9e297d40a7abbaae23719e04c691be5a460f76a86946f3d7fb66f9166a2a1,,,True,6
Morrowind.esm,bookskill_long blade3,"36 Lessons of Vivec, Sermon 17",510,48f90c5991250c660d9eebed6ccb18fa55c8213e5615b8246194e84a2b441e49,,,True,6
Morrowind.esm,BookSkill_Alchemy5,"36 Lessons of Vivec, Sermon 18",433,ba36894ba145c381ea4932a676b745edaedfb0ebd893220406ba4456d36bb01a,,,True,6
Morrowind.esm,bookskill_enchant4,"36 Lessons of Vivec, Sermon 19",297,54080b44462b0822793edb72970d2ab8f2236ce7cb9972faee50264751273eea,,,True,6
Morrowind.esm,BookSkill_Alchemy4,"36 Lessons of Vivec, Sermon 2",508,1e5ab66f7cb0a72d681c7ab17302de94ffc51244879a368c912f09a0d47759e5,,,True,6
Morrowind.esm,bookskill_long blade4,"36 Lessons of Vivec, Sermon 20",556,3adaaa00b390872528340c164e2554b9f28c40e13184db81d701f9498bd52a17,,,True,6
Morrowind.esm,bookskill_light armor4,"36 Lessons of Vivec, Sermon 21",282,3cdbff53285ebe641f48b1c8fcec630dc99125f3c06eb8b3254db75441b8c3ef,,,True,6
Morrowind.esm,bookskill_medium armor4,"36 Lessons of Vivec, Sermon 22",491,f248157b7a0766b9346686718bc051e402d2edd8678742391dbd4d71de8e38a5,,,True,6
Morrowind.esm,bookskill_long blade5,"36 Lessons of Vivec, Sermon 23",303,82b1dd112f99e2c42c6326038b4461489f9dcfe40b7a71629e7484e0ebf689a5,,,True,6
Morrowind.esm,bookskill_spear4,"36 Lessons of Vivec, Sermon 24",508,c23febe4ad2f648adf1a1138013e2a3b01b6c719aa359a4dfb09db40570e8bdd,,,True,6
Morrowind.esm,BookSkill_Armorer4,"36 Lessons of Vivec, Sermon 25",478,944b96ceea11c25b44b9d817873dc5efa5a5cbdccd4f73c89956822d7ac34a93,,,True,6
Morrowind.esm,bookskill_sneak5,"36 Lessons of Vivec, Sermon 26",504,9ddf9271884692b1272b8e798ff97ceaa2d55287ead254fbf700df095b9b5139,,,True,6
Morrowind.esm,bookskill_speechcraft5,"36 Lessons of Vivec, Sermon 27",299,f4da33b322cda19dfa5590fc0677254269268626b5565f170db1ea1e2c532047,,,True,6
Morrowind.esm,bookskill_light armor5,"36 Lessons of Vivec, Sermon 28",550,78969552375981b937f9ce0522030a2b9fb9985fded33910d53f28f5e7997ade,,,True,6
Morrowind.esm,BookSkill_Armorer5,"36 Lessons of Vivec, Sermon 29",255,0696f133e608be05e3809571f133a3065200f37d52133d91bae05aaf5fd713ba,,,True,6
Morrowind.esm,BookSkill_Blunt Weapon4,"36 Lessons of Vivec, Sermon 3",471,621d8f86eb62e1ea7476cb607cae89fb17d0aedaa66688602b3927078778bad8,,,True,6
Morrowind.esm,BookSkill_Short Blade5,"36 Lessons of Vivec, Sermon 30",535,bbfee05d61c6e046c9688ffeeaabb4964e187d2939e197ae4884f7d29940a01e,,,True,6
Morrowind.esm,BookSkill_Athletics5,"36 Lessons of Vivec, Sermon 31",540,c17564ca9578952aec1d654128cee636fda3a220c27d59bad075372ca807fe11,,,True,6
Morrowind.esm,BookSkill_Block5,"36 Lessons of Vivec, Sermon 32",279,e639748c48711893504daedf15f561fae7430fcaddf04ecea38e1191da8b5736,,,True,6
Morrowind.esm,bookskill_medium armor5,"36 Lessons of Vivec, Sermon 33",552,a068e3774abbd23f95aa6f836598bf95e87b049aca54dedab5d33d5e9734c6d6,,,True,6
Morrowind.esm,bookskill_unarmored5,"36 Lessons of Vivec, Sermon 34",432,e85eb0937fbb6c596cbb9fcdccece82f6dd240326f9203a8255ab6e4bed496a5,,,True,6
Morrowind.esm,bookskill_spear5,"36 Lessons of Vivec, Sermon 35",613,3649f78cb93af625ac23aeb26575f3732ba21961e7fdae8e09945b5efe209bb8,,,True,6
Morrowind.esm,BookSkill_Mysticism4,"36 Lessons of Vivec, Sermon 36",441,ad815431881f0f86d39216f5cd4052bc00de27ad858e0b004b183a71a16762e3,,,True,6
Morrowind.esm,BookSkill_Mysticism3,"36 Lessons of Vivec, Sermon 4",519,43410ced40b09988131352a58c6175f504be818ff7fa794b3f405511b1331ca5,,,True,6
Morrowind.esm,BookSkill_Axe4,"36 Lessons of Vivec, Sermon 5",509,d5977f99761ba06dec41f3a2654cc5a324c936d3f2f9960d3eaa57d294593fd9,,,True,6
Morrowind.esm,BookSkill_Armorer3,"36 Lessons of Vivec, Sermon 6",438,dab359ce01b2b8bfd8bb0e116483186d9c8087ec78f7481f7044290f9ab0eab6,,,True,6
Morrowind.esm,BookSkill_Block4,"36 Lessons of Vivec, Sermon 7",375,c378f69c0144aeefc7c889e76e213ec8eb6ecc67cd02ba6d6fe4484f007a236e,,,True,6
Morrowind.esm,BookSkill_Athletics4,"36 Lessons of Vivec, Sermon 8",505,9a2e10a9923eb02f08171698ecd6b91c4727cdcba589770ea132cfe61e73cf48,,,True,6
Morrowind.esm,BookSkill_Blunt Weapon5,"36 Lessons of Vivec, Sermon 9",449,f517e8430361312cac0d76229ef8a91a8e80609ae33dcc8028e8542fda75e5ea,,,True,6
Morrowind.esm,bk_ShortHistoryMorrowind,A Short History of Morrowind,790,b90a6900bc7bdc958377fdfb9216799fe0f7bc277f9a36b79afa49062ff824e3,,,True,6
Morrowind.esm,bk_AedraAndDaedra,Aedra and Daedra,146,71c0db8f8b241f699a83a172b72bcabca016e6e72707b4b012f33bb24a720cda,,,True,6
Morrowind.esm,bk_AntecedantsDwemerLaw,Antecedants of Dwemer Law,349,952cf0768b61bd39dfdfdccebfa525d9d9e10ba23684091f99efda3334c6d8bb,,antecedents_of_dwemer_law,True,6
Morrowind.esm,bk_BiographyBarenziah1,Biography of Barenziah v I,566,8b1d53e403c0b006f815733ac8d66c708084966f6df6c82e9839306a033c36b4,,,True,6
Morrowind.esm,bk_BiographyBarenziah2,Biography of Barenziah v II,541,faa546c758b2a32ac80752620bfbb98554cfd368204696af7515b4e2632b9e4c,,,True,6
Morrowind.esm,bk_BiographyBarenziah3,Biography of Barenziah v III,1036,bd5fc178d25b7a88730a358c06f74f9d7518da018112a0e4d6f97f0bc2916156,,,True,6
Morrowind.esm,bk_BriefHistoryEmpire1,Brief History of the Empire v 1,861,bb414050fe90f05c29d360c1420d7a0176810bbf96fbbc0be47a6de4b0e2bb9a,,,True,6
Morrowind.esm,bk_BriefHistoryEmpire2,Brief History of the Empire v 2,919,695894c6e76ad214ad0709a4261d41de2c027ea92f4737bf1ad2ba08a23ec4a1,,,True,6
Morrowind.esm,bk_BriefHistoryEmpire3,Brief History of the Empire v 3,725,042c5233aa534cbec23b7248dd4c4665e0a2f1f5e77226f19cb9bf7301bc917e,,,True,6
Morrowind.esm,bk_BriefHistoryEmpire4,Brief History of the Empire v 4,866,60feedd23824f3b97a9ed93e2e9f5137053d12f80d3c7267f8a4aefea4138b35,,,True,6
Tribunal.esm,bk_Artifacts_Tamriel,Famed Artifacts of Tamriel,2690,1354f603bc37e4777de43c6dff3b28ef202877aa1c06ed0b46860a31d89d9e3e,,,True,6
Morrowind.esm,bk_fellowshiptemple,Fellowship of the Temple,478,04a5573b01fae9989abb78cd255c5e97cddc43193dc82579d526fe8f289a976c,,,True,6
Morrowind.esm,bk_fivesongsofkingwulfharth,Five Songs of King Wulfharth,1385,d54ff8486a030dd90a06820713c156a787952aff9f891f0e1e2b7c4d67a45ee4,,,True,6
Morrowind.esm,bk_formygodsandemperor,For my Gods and Emperor,1215,4cbd74ce880a31a0fce975cf27abe165806635eeee7ae7fef0ff3bfb64a522a3,,,True,6
Morrowind.esm,bk_great_houses,Great Houses of Morrowind,822,43b008ab8d14a543bfc3cda5335bad65f542f15262a9541e27a999bb094163de,,,True,6
Morrowind.esm,bk_guide_to_vivec,Guide to Vivec,1013,4a27a7242b48158f61f05d2bc3bfb65f541a65cfc36ff2b12595c910161118a9,,,True,6
Morrowind.esm,bk_guide_to_vvardenfell,Guide to Vvardenfell,2000,50e16bc7df81192a5007cb25cedb4b9a7cc94c4c117642be267203b5416c4421,,,True,6
Morrowind.esm,bk_a1_v_vivecinformants,Mission to Vivec -- from Caius,242,5e4a67a9fa9e12377fe2f22ebc7aa21b415960d7660308e8c50af3c697c87a6b,,,True,6
Tribunal.esm,bk_MysteriousAkavir,Mysterious Akavir,549,b0605cf615b52a494d8c9ad4ac7fd86378f0575ecaa77270b1d3e7f4e114c48e,,,True,6
Morrowind.esm,bk_nchunaksfireandfaith,Nchunak's Fire and Faith,173,05ceca18d249d8834e2c6fa7239f31b114e67fa52031d78bc3661dd97ab39f80,,,True,6
Morrowind.esm,bk_vivec_murders,Nerevar at Red Mountain,1358,3ccd4ce983be39a8d4b6e1018900fea23f83ba53286b7657c39ca450c18fd19c,,,True,6
Morrowind.esm,bk_NerevarMoonandStar,Nerevar Moon-and-Star,208,83641cf534db24d190ed3f4e18f0c23e24751263f98875d4ac869e6ecedbcb6a,,indoril_nerevar,True,6
Morrowind.esm,bk_BriefHistoryEmpire1_oh,Odral's History of the Empire 1,861,4b679abb21428c6f7cd250416af6d951d2a670ada17987f3eea083bc1f79b6dc,,,True,6
Morrowind.esm,bk_BriefHistoryEmpire3_oh,Odral's History of the Empire 3,725,9e99db09a72563282e1699fe598eb4eac2c921f0fa3ce0d3f5c6884e823b768f,,,True,6
Morrowind.esm,bk_BriefHistoryEmpire4_oh,Odral's History of the Empire 4,866,cbb8ca1f0829f963428ad47389beab3c1997b30e9390eb30efd6daef9c6b8be6,,,True,6
Morrowind.esm,bk_OnMorrowind,On Morrowind,669,35ccbde36e40b2fcd3ae4fc335787d3e337237e4adcc5f34ad201e58031abf31,,,True,6
Morrowind.esm,bk_onoblivion,On Oblivion,637,bcc5e1b53d1e2f2f1eca1df1ee691432a423fce615a69c7eefca5ddbdc75afd9,,,True,6
Morrowind.esm,bk_OriginOfTheMagesGuild,Origin of the Mages Guild,673,f90d07fd5864a5cbc69ea4dd8305a77429f0479659522c2b862ee1ffb856530e,,,True,6
Morrowind.esm,bk_OverviewOfGodsAndWorship,Overview of Gods and Worship,699,04e7371c25679bf88ef19271250d4a5bd4f1453162ce5eeced30079bb69b3ef4,,,True,6
Morrowind.esm,bk_provinces_of_tamriel,Provinces of Tamriel,725,9cbc15de51172a9c2e5f80b649355a2b9ce7c87f4c05e1bea613bde251873a9c,,,True,6
Morrowind.esm,bk_SaintNerevar,Saint Nerevar,127,6d1d23dd5a80caa0f374a574d2f4bb198e02ee0fe3910d3c5a443a4b7b25a72c,,indoril_nerevar,True,6
Morrowind.esm,BookSkill_Alteration3,Sithis,262,3dce39c9d268750a2ac69505ea62c88982be3ade17542dd0c4de6cf22c83b9cb,,,True,6
Morrowind.esm,bk_specialfloraoftamriel,Special Flora of Tamriel,615,5fca07a003575d44f69c15d387d55b4c52146078866c926d87dc372aefa1ca79,,,True,6
Morrowind.esm,bk_spiritofnirn,"Spirit of Nirn, God of Mortals",163,32ff8254d46b30a6c1c6572deaa404f0f1de413b4a9db02b4cba82ec6b09df02,,,True,6
Morrowind.esm,bk_SpiritOfTheDaedra,Spirit of the Daedra,369,8fd668ec5964b40b861ba21899590cb66f3421cb67390b20aa339f84383df7f0,,,True,6
Tribunal.esm,bk_Yagrum's_Book,Tamrielic Lore,2686,b9fee2c191b4375f2f1ef355ce895dca9f12ee314ff7b1770865ca031b8f23db,,,True,6
Tribunal.esm,bk_AnnotatedAnuad,The Annotated Anuad,702,26f46ba7764d65b7ad982c606a682c349aac136e60d156073219feec7d2f815f,,,True,6
Tribunal.esm,bk_ArcturianHeresy,The Arcturian Heresy,1500,370aafdc658c9e4cbbb4be9492647501366c0729863095d510f1c655d5e1fbd2,,,True,6
Tribunal.esm,bk_BookOfDaedra,The Book of Daedra,525,0150c5583ea00fe00235078368e44a8fb00364f67855239d456265b5e00ae235,,,True,6
Morrowind.esm,bk_CantatasOfVivec,The Cantatas of Vivec,233,82df8f9dd3a59f4155b15d8aa113198465dd72b18e1633858d5bfc887a425a67,,,True,6
Tribunal.esm,bk_ConsolationsOfPrayer,The Consolations of Prayer,364,b58d58e4a382d9491afd98779bc20f5a6bcc8c875e5e9f477c475438aadee40e,,,True,6
Morrowind.esm,BookSkill_Alteration2,The Dragon Break Re-Examined,420,983afdd5383dda0695920dd8d0bc3cf1c3d5271a56006c585a92683d7af0efec,,,True,6
Morrowind.esm,bk_RealBarenziah1,The Real Barenziah v I,3840,b598a4ab362de985e68c83e312c0b3ffe82bf3e0c79fae4a167825dfbc1f0a72,,,True,6
Morrowind.esm,bk_realbarenziah2,The Real Barenziah v II,4205,90387c88aa7dea64c57af47fce82d26ebc2de74b053b314e8edad6694e1de015,,,True,6
Morrowind.esm,bk_realbarenziah3,The Real Barenziah v III,3391,5e221a32054fc57e42548a8768b54bf789445f6e2d3e54317bbbe59133488b35,,,True,6
Morrowind.esm,bk_realbarenziah4,The Real Barenziah v IV,4221,0036fca088cfc0e53e5cc15f879d30ef9ee9d54e76e99b7ca27dd44ba69c35c9,,,True,6
Morrowind.esm,bk_RealBarenziah5,The Real Barenziah v V,6850,cdc2f7dabfab9cf8f15a5929f19132e110bb7e5870ff67c6435780d7eec11e34,,,True,6
Morrowind.esm,bk_RealNerevar,The Real Nerevar,222,cc0ef6b0eec123fd3ae5e7d7cbc621791040dc1302a90b34459f7314bdb7ed14,,,True,6
Morrowind.esm,bk_WatersOfOblivion,The Waters of Oblivion,159,c6e41cd086da9bd8533bb790e26732f02caaf6992332e0efdbc039b1383b4891,,,True,6
Bloodmoon.esm,bk_ThirskHistory,"Thirsk, a History",1629,24b7f08a1b30519377f4da61bb2ae13e88be10764b747827c13bdfb5d233b880,,thirsk_a_history,True,6
Bloodmoon.esm,bk_ThirskHistory_revised_f,"Thirsk, a History -- Revised",1939,d1db82d8c384f04cfe5b540dfe821d96f145c694ebd9a863a2c7273be17d9587,,,True,6
Bloodmoon.esm,bk_ThirskHistory_revised_m,"Thirsk, a History -- Revised",1939,a6c34da767b1984375dae5125d9c8716ffee7f2ec6b162f8be2221457d7b5271,,,True,6
Morrowind.esm,bk_vampiresofvvardenfell1,"Vampires of Vvardenfell, v I",304,8ca226904c95d288aca8cf5ab6ef050f24339fb1510cec270b1ba0e87a64e7fb,,,True,6
Morrowind.esm,bk_vampiresofvvardenfell2,"Vampires of Vvardenfell, v II",309,eeb6b384d437b06ba9bcceaadaac36cb91005f643b5883fc94c4a7b27d54efda,,,True,6
Morrowind.esm,bk_varietiesoffaithintheempire,Varieties of Faith...,4117,53f4032e13c2702d16112df5e06e87c8039b9126529f773f7803fca5d73e4ebf,,,True,6
Morrowind.esm,bk_vivecandmephala,Vivec and Mephala,622,bef3638847ac17939bd503db58261ccbffd4735922aeb30fe8e5cfd9b80f3f60,,,True,6
Morrowind.esm,bk_wherewereyoudragonbroke,Where Were You ... Dragon Broke,638,c37dd3a228bf8bc58df3a0d15f4503a808198c14479d22f75cfc179387638cab,,,True,6
Morrowind.esm,BookSkill_Axe5_open,"36 Lessons of Vivec, Sermon 16",547,75c9e297d40a7abbaae23719e04c691be5a460f76a86946f3d7fb66f9166a2a1,BookSkill_Axe5,,True,4
Morrowind.esm,bk_BriefHistoryEmpire2_oh,Odral's History of the Empire 2,919,695894c6e76ad214ad0709a4261d41de2c027ea92f4737bf1ad2ba08a23ec4a1,bk_BriefHistoryEmpire2,,True,4
Morrowind.esm,bk_Aedra_Tarer_Unique,Tarer's Aedra and Daedra,146,71c0db8f8b241f699a83a172b72bcabca016e6e72707b4b012f33bb24a720cda,bk_AedraAndDaedra,,True,4
Tribunal.esm,bk_ChildrensAnuad,The Annotated Anuad,702,26f46ba7764d65b7ad982c606a682c349aac136e60d156073219feec7d2f815f,bk_AnnotatedAnuad,,True,4
Morrowind.esm,BookSkill_Short Blade3,"2920, Evening Star",1858,6104711f32946efdb5cee58fab84531ff3ebe67ad016f1934287c6dc3676f22c,,,True,3
Morrowind.esm,BookSkill_Spear2,"2920, First Seed",1696,7737adf0a01b3e1530d572340b0e14dd2906254fb80a5659a25b7aa6e3fc5da5,,,True,3
Morrowind.esm,BookSkill_Conjuration4,"2920, FrostFall",2217,153005b73c66a5e8d0c62989cceaf6087be9597cf8270bfa04e10aeec5f9e66a,,,True,3
Morrowind.esm,BookSkill_Conjuration3,"2920, Hearth Fire",1954,7c83ef732b3ced988ba648a14a298e5e5d69e1a54aee36c173918375d04c2a8c,,,True,3
Morrowind.esm,BookSkill_Sneak2,"2920, Last Seed",2108,d54d0450da60a038b316dc205d397c59bdc0b6001ed93a55cb5e3539b2c7e6c4,,,True,3
